id,weight,leniency
6,0.824210271233,-0.175789728767
7,0.956242869357,0.0437571306427
8,0.895290596815,0.104709403185
10,0.809070524599,-0.190929475401
25,0.783785683108,-0.216214316892
33,0.966926097893,-0.033073902107
42,0.908408268399,0.091591731601
59,0.835772342266,-0.164227657734
79,0.848535869517,-0.151464130483
83,0.913011220041,0.0869887799589
87,0.961130498906,-0.0388695010941
94,0.652206676012,-0.347793323988
